"","start_datetime","end_datetime","In","midpoint","StartDate","EndDate","chum0_mixed_num","steelheadsmolt_wild_num","steelheadsmolt_hatchery_num","coho1_wild_num","coho1_hatchery_num","coho0_wild_num","chinook1_hatchery_num","chinook0_wild_num","chinook0_hatchery_num"
"47",2017-02-14 08:00:00,2017-02-14 16:00:00,8,2017-02-14 12:00:00,2017-02-14,2017-02-14,0,0,0,0,0,0,0,111,0
"48",2017-02-14 16:00:00,2017-02-15 08:00:00,16,2017-02-15 00:00:00,2017-02-14,2017-02-15,4,1,0,0,0,0,0,247,0
"49",2017-02-15 08:00:00,2017-02-15 16:00:00,8,2017-02-15 12:00:00,2017-02-15,2017-02-15,11,0,0,0,0,0,0,171,0
"50",2017-02-15 16:00:00,2017-02-16 10:30:00,18.5,2017-02-16 01:15:00,2017-02-15,2017-02-16,76,0,0,0,0,0,0,1208,0
"51",2017-02-17 16:00:00,2017-02-18 08:00:00,16,2017-02-18 00:00:00,2017-02-17,2017-02-18,9,0,0,3,0,1,0,661,0
"52",2017-02-18 08:00:00,2017-02-18 16:30:00,8.5,2017-02-18 12:15:00,2017-02-18,2017-02-18,5,0,0,0,0,0,0,97,0
"53",2017-02-18 16:30:00,2017-02-19 08:00:00,15.5,2017-02-19 00:15:00,2017-02-18,2017-02-19,40,0,0,1,0,3,0,370,0
"54",2017-02-19 08:00:00,2017-02-19 16:30:00,8.5,2017-02-19 12:15:00,2017-02-19,2017-02-19,6,0,0,0,0,0,0,78,0
"55",2017-02-19 16:30:00,2017-02-20 08:00:00,15.5,2017-02-20 00:15:00,2017-02-19,2017-02-20,24,0,0,0,0,3,0,306,0
"56",2017-02-20 08:00:00,2017-02-20 16:30:00,8.5,2017-02-20 12:15:00,2017-02-20,2017-02-20,13,0,0,0,0,1,0,42,0
"57",2017-02-20 16:30:00,2017-02-21 08:00:00,15.5,2017-02-21 00:15:00,2017-02-20,2017-02-21,26,0,0,0,0,4,0,257,0
"58",2017-02-21 08:00:00,2017-02-21 16:00:00,8,2017-02-21 12:00:00,2017-02-21,2017-02-21,16,0,0,0,0,0,0,75,0
"59",2017-02-21 16:00:00,2017-02-22 08:00:00,16,2017-02-22 00:00:00,2017-02-21,2017-02-22,35,0,0,0,0,4,0,306,0
"60",2017-02-22 08:00:00,2017-02-22 16:00:00,8,2017-02-22 12:00:00,2017-02-22,2017-02-22,6,0,0,0,0,0,0,99,0
"61",2017-02-22 16:00:00,2017-02-23 08:00:00,16,2017-02-23 00:00:00,2017-02-22,2017-02-23,8,0,0,0,0,0,0,78,0
