"","start_datetime","end_datetime","In","midpoint","StartDate","EndDate","chum0_mixed_num","steelheadsmolt_wild_num","steelheadsmolt_hatchery_num","coho1_wild_num","coho1_hatchery_num","coho0_wild_num","chinook1_hatchery_num","chinook0_wild_num","chinook0_hatchery_num"
"62",2017-02-23 08:00:00,2017-02-23 16:00:00,8,2017-02-23 12:00:00,2017-02-23,2017-02-23,13,0,0,1,0,0,0,53,0
"63",2017-02-23 16:00:00,2017-02-24 08:00:00,16,2017-02-24 00:00:00,2017-02-23,2017-02-24,49,0,0,0,0,4,0,188,0
"64",2017-02-24 08:00:00,2017-02-24 16:30:00,8.5,2017-02-24 12:15:00,2017-02-24,2017-02-24,10,0,0,0,0,0,0,85,0
"65",2017-02-24 16:30:00,2017-02-25 08:00:00,15.5,2017-02-25 00:15:00,2017-02-24,2017-02-25,63,0,0,1,0,3,0,96,0
"66",2017-02-25 08:00:00,2017-02-25 17:00:00,9,2017-02-25 12:30:00,2017-02-25,2017-02-25,11,0,0,0,0,1,0,39,0
"67",2017-02-25 17:00:00,2017-02-26 08:00:00,15,2017-02-26 00:30:00,2017-02-25,2017-02-26,41,0,0,2,0,0,0,68,0
"68",2017-02-26 08:00:00,2017-02-26 17:00:00,9,2017-02-26 12:30:00,2017-02-26,2017-02-26,23,0,0,1,0,0,0,363,0
"69",2017-02-26 17:00:00,2017-02-27 08:00:00,15,2017-02-27 00:30:00,2017-02-26,2017-02-27,41,0,0,0,0,4,0,293,0
"70",2017-02-27 08:00:00,2017-02-27 17:00:00,9,2017-02-27 12:30:00,2017-02-27,2017-02-27,5,0,0,0,0,0,0,36,0
"71",2017-02-27 17:00:00,2017-02-28 08:00:00,15,2017-02-28 00:30:00,2017-02-27,2017-02-28,72,0,0,2,0,3,0,177,0
"72",2017-02-28 08:00:00,2017-02-28 16:15:00,8.25,2017-02-28 12:07:30,2017-02-28,2017-02-28,15,0,0,0,0,2,0,93,0
"73",2017-02-28 16:15:00,2017-03-01 09:00:00,16.75,2017-03-01 00:37:30,2017-02-28,2017-03-01,61,0,0,0,0,5,0,52,0
"74",2017-03-01 09:00:00,2017-03-01 16:30:00,7.5,2017-03-01 12:45:00,2017-03-01,2017-03-01,28,0,0,0,0,0,0,9,0
"75",2017-03-01 16:30:00,2017-03-02 09:00:00,16.5,2017-03-02 00:45:00,2017-03-01,2017-03-02,102,0,0,0,0,4,0,89,0
"76",2017-03-02 09:00:00,2017-03-02 16:15:00,7.25,2017-03-02 12:37:30,2017-03-02,2017-03-02,24,0,0,0,0,1,0,9,0
"77",2017-03-02 16:15:00,2017-03-03 08:40:00,16.4166666666667,2017-03-03 00:27:30,2017-03-02,2017-03-03,231,2,0,2,0,7,0,91,0
"78",2017-03-03 08:40:00,2017-03-03 16:15:00,7.58333333333333,2017-03-03 12:27:30,2017-03-03,2017-03-03,41,0,0,1,0,1,0,17,0
"79",2017-03-03 16:15:00,2017-03-04 08:30:00,16.25,2017-03-04 00:22:30,2017-03-03,2017-03-04,179,0,0,0,0,5,0,381,0
"80",2017-03-04 08:30:00,2017-03-04 17:15:00,8.75,2017-03-04 12:52:30,2017-03-04,2017-03-04,23,0,0,0,0,4,0,119,0
"81",2017-03-04 17:15:00,2017-03-05 08:15:00,15,2017-03-05 00:45:00,2017-03-04,2017-03-05,113,0,0,0,0,4,0,81,0
"82",2017-03-05 08:15:00,2017-03-05 17:00:00,8.75,2017-03-05 12:37:30,2017-03-05,2017-03-05,43,0,0,0,0,0,0,73,0
"83",2017-03-05 17:00:00,2017-03-06 07:45:00,14.75,2017-03-06 00:22:30,2017-03-05,2017-03-06,126,0,0,2,0,3,0,156,0
"84",2017-03-06 07:45:00,2017-03-06 16:45:00,9,2017-03-06 12:15:00,2017-03-06,2017-03-06,85,0,0,0,0,1,0,123,0
"85",2017-03-06 16:45:00,2017-03-07 09:15:00,16.5,2017-03-07 01:00:00,2017-03-06,2017-03-07,182,1,0,0,0,3,0,232,0
"86",2017-03-07 09:15:00,2017-03-07 16:30:00,7.25,2017-03-07 12:52:30,2017-03-07,2017-03-07,74,0,0,0,0,0,0,48,0
"87",2017-03-07 16:30:00,2017-03-08 08:30:00,16,2017-03-08 00:30:00,2017-03-07,2017-03-08,198,0,0,4,0,9,0,678,1
"88",2017-03-08 08:30:00,2017-03-08 16:45:00,8.25,2017-03-08 12:37:30,2017-03-08,2017-03-08,38,0,0,0,0,0,0,62,0
"89",2017-03-08 16:45:00,2017-03-09 09:15:00,16.5,2017-03-09 01:00:00,2017-03-08,2017-03-09,225,1,0,0,0,10,0,148,0
"90",2017-03-09 09:15:00,2017-03-09 16:30:00,7.25,2017-03-09 12:52:30,2017-03-09,2017-03-09,64,0,0,0,0,0,0,37,0
"91",2017-03-09 16:30:00,2017-03-10 10:45:00,18.25,2017-03-10 01:37:30,2017-03-09,2017-03-10,547,3,0,0,0,95,0,1531,0
"92",2017-03-10 10:45:00,2017-03-10 17:00:00,6.25,2017-03-10 13:52:30,2017-03-10,2017-03-10,129,0,0,0,0,2,0,231,0
"93",2017-03-10 17:00:00,2017-03-11 08:15:00,15.25,2017-03-11 00:37:30,2017-03-10,2017-03-11,186,1,0,2,0,34,0,738,0
"94",2017-03-11 08:15:00,2017-03-11 17:15:00,9,2017-03-11 12:45:00,2017-03-11,2017-03-11,30,0,0,0,0,0,0,65,0
"95",2017-03-11 17:15:00,2017-03-12 07:40:00,13.4166666666667,2017-03-11 23:57:30,2017-03-11,2017-03-12,35,0,0,0,0,34,0,217,1
"96",2017-03-12 07:40:00,2017-03-12 17:30:00,9.83333333333333,2017-03-12 12:35:00,2017-03-12,2017-03-12,36,0,0,0,0,0,0,102,0
"97",2017-03-12 17:30:00,2017-03-13 08:00:00,14.5,2017-03-13 00:45:00,2017-03-12,2017-03-13,62,0,0,0,0,32,0,392,1
"98",2017-03-13 08:00:00,2017-03-13 15:00:00,7,2017-03-13 11:30:00,2017-03-13,2017-03-13,36,0,0,0,0,0,0,165,1
"99",2017-03-17 11:30:00,2017-03-17 18:15:00,6.75,2017-03-17 14:52:30,2017-03-17,2017-03-17,52,0,0,0,0,9,0,21,0
"100",2017-03-17 18:15:00,2017-03-18 08:00:00,13.75,2017-03-18 01:07:30,2017-03-17,2017-03-18,126,0,0,0,0,104,0,290,0
"101",2017-03-18 08:00:00,2017-03-18 18:30:00,10.5,2017-03-18 13:15:00,2017-03-18,2017-03-18,59,0,0,0,0,10,0,67,0
"102",2017-03-18 18:30:00,2017-03-19 08:30:00,14,2017-03-19 01:30:00,2017-03-18,2017-03-19,257,1,0,0,0,173,0,617,1
"103",2017-03-19 08:30:00,2017-03-19 18:45:00,10.25,2017-03-19 13:37:30,2017-03-19,2017-03-19,55,0,0,0,0,8,0,139,0
"104",2017-03-19 18:45:00,2017-03-20 09:30:00,14.75,2017-03-20 02:07:30,2017-03-19,2017-03-20,113,0,0,0,0,99,0,530,2
"105",2017-03-20 09:30:00,2017-03-20 18:30:00,9,2017-03-20 14:00:00,2017-03-20,2017-03-20,24,0,0,0,0,16,0,118,2
"106",2017-03-20 18:30:00,2017-03-21 08:30:00,14,2017-03-21 01:30:00,2017-03-20,2017-03-21,109,1,0,1,0,80,0,275,2
"107",2017-03-21 08:30:00,2017-03-21 17:15:00,8.75,2017-03-21 12:52:30,2017-03-21,2017-03-21,22,1,0,0,0,6,0,51,1
"108",2017-03-21 17:15:00,2017-03-22 08:30:00,15.25,2017-03-22 00:52:30,2017-03-21,2017-03-22,96,2,0,1,0,54,0,154,2
"109",2017-03-22 08:30:00,2017-03-22 18:00:00,9.5,2017-03-22 13:15:00,2017-03-22,2017-03-22,43,1,0,0,0,6,0,49,5
"110",2017-03-22 18:00:00,2017-03-23 08:45:00,14.75,2017-03-23 01:22:30,2017-03-22,2017-03-23,56,3,0,1,0,23,0,105,2
"111",2017-03-23 08:45:00,2017-03-23 17:30:00,8.75,2017-03-23 13:07:30,2017-03-23,2017-03-23,23,0,0,0,0,1,0,32,4
"112",2017-03-23 17:30:00,2017-03-24 09:00:00,15.5,2017-03-24 01:15:00,2017-03-23,2017-03-24,100,1,0,0,0,41,0,113,2
"113",2017-03-24 09:00:00,2017-03-24 17:15:00,8.25,2017-03-24 13:07:30,2017-03-24,2017-03-24,32,0,0,1,0,1,0,54,2
"114",2017-03-24 17:15:00,2017-03-25 08:15:00,15,2017-03-25 00:45:00,2017-03-24,2017-03-25,166,3,0,2,0,35,0,109,0
"115",2017-03-25 08:15:00,2017-03-25 18:45:00,10.5,2017-03-25 13:30:00,2017-03-25,2017-03-25,42,0,0,0,0,8,0,65,2
"116",2017-03-25 18:45:00,2017-03-26 08:00:00,13.25,2017-03-26 01:22:30,2017-03-25,2017-03-26,71,0,0,0,0,18,0,69,0
"117",2017-03-26 08:00:00,2017-03-26 18:45:00,10.75,2017-03-26 13:22:30,2017-03-26,2017-03-26,44,0,0,0,0,3,0,78,0
"118",2017-03-26 18:45:00,2017-03-27 07:45:00,13,2017-03-27 01:15:00,2017-03-26,2017-03-27,78,0,0,0,0,15,0,133,0
"119",2017-03-27 07:45:00,2017-03-27 19:00:00,11.25,2017-03-27 13:22:30,2017-03-27,2017-03-27,58,0,0,1,0,3,0,131,0
