"","start_datetime","end_datetime","In","midpoint","StartDate","EndDate","chum0_mixed_num","steelheadsmolt_wild_num","steelheadsmolt_hatchery_num","coho1_mixed_num","coho1_hatchery_num","coho0_wild_num","chinook1_hatchery_num","chinook0_wild_num","chinook0_hatchery_num"
"159",2021-04-25 08:20:00,2021-04-25 19:30:00,11.1666666666667,2021-04-25 13:55:00,2021-04-25,2021-04-25,70,0,0,1,0,0,0,1,0
"160",2021-04-25 19:30:00,2021-04-26 08:00:00,12.5,2021-04-26 01:45:00,2021-04-25,2021-04-26,264,0,0,24,0,0,0,6,0
"161",2021-04-26 08:00:00,2021-04-26 19:40:00,11.6666666666667,2021-04-26 13:50:00,2021-04-26,2021-04-26,297,0,0,0,0,0,0,2,0
"162",2021-04-26 19:40:00,2021-04-27 08:20:00,12.6666666666667,2021-04-27 02:00:00,2021-04-26,2021-04-27,644,0,0,33,0,2,0,9,0
"163",2021-04-27 08:20:00,2021-04-27 19:45:00,11.4166666666667,2021-04-27 14:02:30,2021-04-27,2021-04-27,434,0,0,0,0,0,0,3,3
"164",2021-04-27 19:45:00,2021-04-28 08:50:00,13.0833333333333,2021-04-28 02:17:30,2021-04-27,2021-04-28,2138,0,0,18,0,1,1,9,0
"165",2021-04-28 08:50:00,2021-04-28 20:00:00,11.1666666666667,2021-04-28 14:25:00,2021-04-28,2021-04-28,112,0,0,0,0,0,0,1,0
"166",2021-04-28 20:00:00,2021-04-29 08:15:00,12.25,2021-04-29 02:07:30,2021-04-28,2021-04-29,1495,0,0,10,0,0,0,3,0
"167",2021-04-29 08:15:00,2021-04-29 19:40:00,11.4166666666667,2021-04-29 13:57:30,2021-04-29,2021-04-29,144,0,0,1,0,0,0,1,0
"168",2021-04-29 19:40:00,2021-04-30 08:00:00,12.3333333333333,2021-04-30 01:50:00,2021-04-29,2021-04-30,338,0,0,4,0,0,0,3,0
"169",2021-04-30 08:00:00,2021-04-30 19:45:00,11.75,2021-04-30 13:52:30,2021-04-30,2021-04-30,240,0,0,0,0,0,0,1,0
"170",2021-04-30 19:45:00,2021-05-01 08:20:00,12.5833333333333,2021-05-01 02:02:30,2021-04-30,2021-05-01,357,0,1,16,0,0,1,8,0
"171",2021-05-01 08:20:00,2021-05-01 19:45:00,11.4166666666667,2021-05-01 14:02:30,2021-05-01,2021-05-01,1104,0,0,2,0,0,0,3,0
"172",2021-05-01 17:45:00,2021-05-02 08:30:00,14.75,2021-05-02 01:07:30,2021-05-01,2021-05-02,2562,0,1,14,0,1,0,3,0
"173",2021-05-02 08:30:00,2021-05-02 19:45:00,11.25,2021-05-02 14:07:30,2021-05-02,2021-05-02,99,0,0,0,0,0,0,0,0
"174",2021-05-02 19:45:00,2021-05-03 08:00:00,12.25,2021-05-03 01:52:30,2021-05-02,2021-05-03,193,0,1,17,0,0,1,4,0
"175",2021-05-03 08:00:00,2021-05-03 19:50:00,11.8333333333333,2021-05-03 13:55:00,2021-05-03,2021-05-03,1058,0,0,0,0,0,0,1,0
"176",2021-05-03 19:50:00,2021-05-04 08:15:00,12.4166666666667,2021-05-04 02:02:30,2021-05-03,2021-05-04,368,0,28,13,0,0,15,0,0
"177",2021-05-04 08:15:00,2021-05-04 19:50:00,11.5833333333333,2021-05-04 14:02:30,2021-05-04,2021-05-04,127,0,0,0,0,0,0,3,0
"178",2021-05-04 19:50:00,2021-05-05 08:30:00,12.6666666666667,2021-05-05 02:10:00,2021-05-04,2021-05-05,126,1,15,31,0,0,8,1,0
"179",2021-05-05 08:30:00,2021-05-05 19:45:00,11.25,2021-05-05 14:07:30,2021-05-05,2021-05-05,23,0,0,3,0,0,0,0,0
"180",2021-05-05 19:45:00,2021-05-06 08:10:00,12.4166666666667,2021-05-06 01:57:30,2021-05-05,2021-05-06,26,0,5,223,24,0,4,2,0
"181",2021-05-06 08:10:00,2021-05-06 20:30:00,12.3333333333333,2021-05-06 14:20:00,2021-05-06,2021-05-06,22,0,0,0,0,0,0,1,0
"182",2021-05-06 20:30:00,2021-05-07 08:30:00,12,2021-05-07 02:30:00,2021-05-06,2021-05-07,34,0,2,140,17,0,0,3,0
"183",2021-05-07 08:30:00,2021-05-07 19:50:00,11.3333333333333,2021-05-07 14:10:00,2021-05-07,2021-05-07,27,0,0,0,0,0,0,0,0
"184",2021-05-07 19:50:00,2021-05-08 08:30:00,12.6666666666667,2021-05-08 02:10:00,2021-05-07,2021-05-08,11,3,3,123,22,1,0,4,0
"185",2021-05-08 08:30:00,2021-05-08 19:50:00,11.3333333333333,2021-05-08 14:10:00,2021-05-08,2021-05-08,6,0,0,0,0,0,0,0,0
"186",2021-05-08 19:50:00,2021-05-09 08:15:00,12.4166666666667,2021-05-09 02:02:30,2021-05-08,2021-05-09,13,0,1,42,7,0,0,4,0
"187",2021-05-09 08:15:00,2021-05-09 19:45:00,11.5,2021-05-09 14:00:00,2021-05-09,2021-05-09,17,0,0,1,0,0,0,1,0
"188",2021-05-09 19:45:00,2021-05-10 08:00:00,12.25,2021-05-10 01:52:30,2021-05-09,2021-05-10,9,0,1,35,8,0,0,1,0
"189",2021-05-10 08:00:00,2021-05-10 19:45:00,11.75,2021-05-10 13:52:30,2021-05-10,2021-05-10,7,0,0,0,0,0,0,0,0
"190",2021-05-10 19:45:00,2021-05-11 08:00:00,12.25,2021-05-11 01:52:30,2021-05-10,2021-05-11,24,0,1,31,3,1,0,5,0
"191",2021-05-11 08:00:00,2021-05-11 19:45:00,11.75,2021-05-11 13:52:30,2021-05-11,2021-05-11,7,0,0,3,0,0,0,0,0
"192",2021-05-11 19:45:00,2021-05-12 08:10:00,12.4166666666667,2021-05-12 01:57:30,2021-05-11,2021-05-12,12,0,2,16,3,0,0,1,0
"193",2021-05-12 08:10:00,2021-05-12 20:00:00,11.8333333333333,2021-05-12 14:05:00,2021-05-12,2021-05-12,247,0,1,0,0,0,0,0,0
"194",2021-05-12 20:00:00,2021-05-13 07:45:00,11.75,2021-05-13 01:52:30,2021-05-12,2021-05-13,562,0,0,36,2,1,0,3,0
"195",2021-05-13 07:45:00,2021-05-13 19:50:00,12.0833333333333,2021-05-13 13:47:30,2021-05-13,2021-05-13,234,0,0,1,0,0,0,0,0
"196",2021-05-13 19:50:00,2021-05-14 08:45:00,12.9166666666667,2021-05-14 02:17:30,2021-05-13,2021-05-14,234,1,0,32,3,0,0,2,0
"197",2021-05-14 08:45:00,2021-05-14 19:50:00,11.0833333333333,2021-05-14 14:17:30,2021-05-14,2021-05-14,33,0,0,0,0,0,0,0,0
"198",2021-05-14 19:50:00,2021-05-15 07:50:00,12,2021-05-15 01:50:00,2021-05-14,2021-05-15,81,2,1,42,2,0,0,4,0
"199",2021-05-15 07:50:00,2021-05-15 20:00:00,12.1666666666667,2021-05-15 13:55:00,2021-05-15,2021-05-15,7,0,0,1,0,0,0,0,0
"200",2021-05-15 20:00:00,2021-05-16 17:45:00,21.75,2021-05-16 06:52:30,2021-05-15,2021-05-16,19,2,3,32,0,1,0,5,0
"201",2021-05-16 17:45:00,2021-05-16 20:00:00,2.25,2021-05-16 18:52:30,2021-05-16,2021-05-16,4,0,0,3,0,0,0,0,0
"202",2021-05-16 20:00:00,2021-05-17 07:40:00,11.6666666666667,2021-05-17 01:50:00,2021-05-16,2021-05-17,12,0,0,18,1,0,0,4,0
"203",2021-05-17 07:40:00,2021-05-17 19:50:00,12.1666666666667,2021-05-17 13:45:00,2021-05-17,2021-05-17,2,0,0,4,0,0,0,1,0
"204",2021-05-17 19:50:00,2021-05-18 07:45:00,11.9166666666667,2021-05-18 01:47:30,2021-05-17,2021-05-18,10,2,2,23,1,0,0,13,0
"205",2021-05-18 07:45:00,2021-05-18 20:00:00,12.25,2021-05-18 13:52:30,2021-05-18,2021-05-18,24,0,0,0,0,0,0,3,0
"206",2021-05-18 20:00:00,2021-05-19 07:45:00,11.75,2021-05-19 01:52:30,2021-05-18,2021-05-19,15,2,4,22,0,0,0,17,0
"207",2021-05-19 07:45:00,2021-05-19 20:00:00,12.25,2021-05-19 13:52:30,2021-05-19,2021-05-19,7,0,0,0,0,1,0,4,0
"208",2021-05-19 20:00:00,2021-05-20 07:50:00,11.8333333333333,2021-05-20 01:55:00,2021-05-19,2021-05-20,3,1,0,18,2,2,0,10,0
"209",2021-05-20 07:50:00,2021-05-20 19:55:00,12.0833333333333,2021-05-20 13:52:30,2021-05-20,2021-05-20,0,0,0,0,0,0,0,1,0
"210",2021-05-20 19:55:00,2021-05-21 07:40:00,11.75,2021-05-21 01:47:30,2021-05-20,2021-05-21,3,0,0,7,0,0,0,8,0
"211",2021-05-22 05:45:00,2021-05-22 20:00:00,14.25,2021-05-22 12:52:30,2021-05-22,2021-05-22,1,0,0,0,0,0,0,0,0
"212",2021-05-22 20:00:00,2021-05-23 07:30:00,11.5,2021-05-23 01:45:00,2021-05-22,2021-05-23,4,0,0,1,0,0,0,1,0
"213",2021-05-23 20:00:00,2021-05-24 07:00:00,11,2021-05-24 01:30:00,2021-05-23,2021-05-24,6,0,0,0,0,0,0,1,0
"214",2021-05-24 20:00:00,2021-05-25 04:30:00,8.5,2021-05-25 00:15:00,2021-05-24,2021-05-25,1,1,0,12,1,1,0,6,0
"215",2021-05-25 04:30:00,2021-05-25 20:00:00,15.5,2021-05-25 12:15:00,2021-05-25,2021-05-25,2,0,0,0,0,0,0,1,0
"216",2021-05-25 20:00:00,2021-05-26 07:30:00,11.5,2021-05-26 01:45:00,2021-05-25,2021-05-26,2,0,1,5,1,1,0,5,0
"217",2021-05-26 07:30:00,2021-05-26 19:50:00,12.3333333333333,2021-05-26 13:40:00,2021-05-26,2021-05-26,2,0,0,0,0,0,0,0,0
"218",2021-05-26 19:50:00,2021-05-27 07:30:00,11.6666666666667,2021-05-27 01:40:00,2021-05-26,2021-05-27,2,1,0,12,0,2,0,4,0
"219",2021-05-27 07:30:00,2021-05-27 19:45:00,12.25,2021-05-27 13:37:30,2021-05-27,2021-05-27,0,1,0,2,0,0,0,6,0
"220",2021-05-27 19:45:00,2021-05-28 07:30:00,11.75,2021-05-28 01:37:30,2021-05-27,2021-05-28,3,0,0,11,0,0,0,21,0
"221",2021-05-28 07:30:00,2021-05-28 20:05:00,12.5833333333333,2021-05-28 13:47:30,2021-05-28,2021-05-28,7,0,0,0,0,0,0,2,0
"222",2021-05-28 20:05:00,2021-05-29 07:30:00,11.4166666666667,2021-05-29 01:47:30,2021-05-28,2021-05-29,2,0,1,10,0,1,0,28,0
"223",2021-05-29 07:30:00,2021-05-29 20:00:00,12.5,2021-05-29 13:45:00,2021-05-29,2021-05-29,1,0,0,0,0,0,0,0,0
"224",2021-05-29 20:00:00,2021-05-30 07:00:00,11,2021-05-30 01:30:00,2021-05-29,2021-05-30,1,1,0,8,0,2,0,8,0
"225",2021-05-30 20:15:00,2021-05-31 04:30:00,8.25,2021-05-31 00:22:30,2021-05-30,2021-05-31,0,2,0,8,0,1,0,7,0
"226",2021-05-31 19:00:00,2021-06-01 07:00:00,12,2021-06-01 01:00:00,2021-05-31,2021-06-01,0,0,0,1,0,1,0,4,0
"227",2021-06-01 20:00:00,2021-06-02 07:00:00,11,2021-06-02 01:30:00,2021-06-01,2021-06-02,0,0,0,0,0,0,0,6,0
"228",2021-06-02 20:30:00,2021-06-03 07:00:00,10.5,2021-06-03 01:45:00,2021-06-02,2021-06-03,0,1,0,4,0,0,0,4,0
"229",2021-06-03 07:00:00,2021-06-03 20:30:00,13.5,2021-06-03 13:45:00,2021-06-03,2021-06-03,1,0,0,0,0,0,0,1,0
"230",2021-06-03 20:30:00,2021-06-04 07:00:00,10.5,2021-06-04 01:45:00,2021-06-03,2021-06-04,1,1,0,8,0,0,0,20,0
"231",2021-06-04 07:00:00,2021-06-04 20:20:00,13.3333333333333,2021-06-04 13:40:00,2021-06-04,2021-06-04,0,0,0,0,0,0,0,2,0
"232",2021-06-04 20:20:00,2021-06-05 07:00:00,10.6666666666667,2021-06-05 01:40:00,2021-06-04,2021-06-05,1,2,0,4,0,2,0,15,0
"233",2021-06-05 07:00:00,2021-06-05 20:00:00,13,2021-06-05 13:30:00,2021-06-05,2021-06-05,3,0,0,0,0,0,0,0,0
"234",2021-06-05 20:00:00,2021-06-06 07:00:00,11,2021-06-06 01:30:00,2021-06-05,2021-06-06,2,0,0,1,0,0,0,29,0
"235",2021-06-06 20:00:00,2021-06-07 07:00:00,11,2021-06-07 01:30:00,2021-06-06,2021-06-07,2,0,0,1,0,0,0,9,0
"236",2021-06-07 07:00:00,2021-06-07 20:00:00,13,2021-06-07 13:30:00,2021-06-07,2021-06-07,1,0,0,0,0,0,0,0,0
"237",2021-06-07 20:00:00,2021-06-08 07:00:00,11,2021-06-08 01:30:00,2021-06-07,2021-06-08,0,0,0,0,0,1,0,2,0
"238",2021-06-08 19:45:00,2021-06-09 07:00:00,11.25,2021-06-09 01:22:30,2021-06-08,2021-06-09,0,0,0,0,0,0,0,3,0
"239",2021-06-09 20:10:00,2021-06-10 07:30:00,11.3333333333333,2021-06-10 01:50:00,2021-06-09,2021-06-10,1,0,0,0,0,0,0,1,0
"240",2021-06-10 20:25:00,2021-06-11 07:00:00,10.5833333333333,2021-06-11 01:42:30,2021-06-10,2021-06-11,0,0,0,0,0,1,0,0,0
"241",2021-06-11 20:30:00,2021-06-12 04:00:00,7.5,2021-06-12 00:15:00,2021-06-11,2021-06-12,0,0,0,0,0,0,0,1,0
"242",2021-06-12 04:00:00,2021-06-12 20:15:00,16.25,2021-06-12 12:07:30,2021-06-12,2021-06-12,0,0,0,0,0,0,0,2,0
"243",2021-06-12 20:15:00,2021-06-13 07:00:00,10.75,2021-06-13 01:37:30,2021-06-12,2021-06-13,0,0,0,0,0,0,0,1,0
"244",2021-06-13 20:10:00,2021-06-14 07:30:00,11.3333333333333,2021-06-14 01:50:00,2021-06-13,2021-06-14,0,0,0,0,0,1,0,3,0
"245",2021-06-14 20:00:00,2021-06-15 07:00:00,11,2021-06-15 01:30:00,2021-06-14,2021-06-15,0,0,0,1,0,1,0,3,0
"246",2021-06-15 20:00:00,2021-06-16 07:00:00,11,2021-06-16 01:30:00,2021-06-15,2021-06-16,0,0,0,0,0,0,0,4,0
"247",2021-06-16 21:00:00,2021-06-17 07:00:00,10,2021-06-17 02:00:00,2021-06-16,2021-06-17,0,0,0,0,0,0,0,2,0
"248",2021-06-17 07:00:00,2021-06-17 20:45:00,13.75,2021-06-17 13:52:30,2021-06-17,2021-06-17,0,0,0,0,0,0,0,1,0
"249",2021-06-19 20:15:00,2021-06-20 06:00:00,9.75,2021-06-20 01:07:30,2021-06-19,2021-06-20,0,0,0,0,0,0,0,4,0
"250",2021-06-20 06:00:00,2021-06-20 20:00:00,14,2021-06-20 13:00:00,2021-06-20,2021-06-20,0,0,0,0,0,0,0,1,0
"251",2021-06-20 20:00:00,2021-06-21 06:00:00,10,2021-06-21 01:00:00,2021-06-20,2021-06-21,0,0,0,0,0,0,0,1,0
"252",2021-06-21 20:00:00,2021-06-22 06:00:00,10,2021-06-22 01:00:00,2021-06-21,2021-06-22,0,0,0,1,0,0,0,1,0
"253",2021-06-22 20:10:00,2021-06-23 07:40:00,11.5,2021-06-23 01:55:00,2021-06-22,2021-06-23,1,0,0,0,0,1,0,1,0
"254",2021-06-23 20:15:00,2021-06-24 07:00:00,10.75,2021-06-24 01:37:30,2021-06-23,2021-06-24,0,0,0,0,0,0,0,1,0
