"","start_datetime","end_datetime","In","midpoint","StartDate","EndDate","pink0_wild_num","chum0_mixed_num","steelheadsmolt_wild_num","steelheadsmolt_hatchery_num","coho1_mixed_num","coho1_hatchery_num","coho0_wild_num","chinook1_wild_num","chinook1_hatchery_num","chinook0_wild_num","chinook0_hatchery_num"
"156",2022-04-29 07:35:00,2022-04-29 19:00:00,11.4166666666667,2022-04-29 13:17:30,2022-04-29,2022-04-29,283,74,0,0,4,0,0,0,0,0,0
"157",2022-04-29 19:00:00,2022-04-30 07:30:00,12.5,2022-04-30 01:15:00,2022-04-29,2022-04-30,3142,33,0,0,20,0,0,0,0,0,0
"158",2022-04-30 07:30:00,2022-04-30 19:15:00,11.75,2022-04-30 13:22:30,2022-04-30,2022-04-30,544,41,0,0,0,0,1,0,0,1,0
"159",2022-04-30 19:15:00,2022-05-01 07:00:00,11.75,2022-05-01 01:07:30,2022-04-30,2022-05-01,3857,600,0,0,11,0,0,0,0,0,0
"160",2022-05-01 07:00:00,2022-05-01 19:30:00,12.5,2022-05-01 13:15:00,2022-05-01,2022-05-01,239,155,0,0,1,0,0,0,0,0,0
"161",2022-05-01 19:30:00,2022-05-02 07:00:00,11.5,2022-05-02 01:15:00,2022-05-01,2022-05-02,2259,378,0,0,4,0,0,0,0,0,0
"162",2022-05-02 07:00:00,2022-05-02 19:00:00,12,2022-05-02 13:00:00,2022-05-02,2022-05-02,278,137,0,0,1,0,0,0,0,0,0
"163",2022-05-03 07:30:00,2022-05-03 19:00:00,11.5,2022-05-03 13:15:00,2022-05-03,2022-05-03,197,104,0,0,5,0,0,0,0,0,0
"164",2022-05-03 19:00:00,2022-05-04 07:40:00,12.6666666666667,2022-05-04 01:20:00,2022-05-03,2022-05-04,880,145,0,0,25,0,0,0,0,3,0
"165",2022-05-04 07:40:00,2022-05-04 19:00:00,11.3333333333333,2022-05-04 13:20:00,2022-05-04,2022-05-04,292,42,0,0,5,0,0,0,0,3,0
"166",2022-05-04 19:00:00,2022-05-05 08:00:00,13,2022-05-05 01:30:00,2022-05-04,2022-05-05,663,75,0,0,37,0,0,0,0,2,0
"167",2022-05-05 08:00:00,2022-05-05 19:00:00,11,2022-05-05 13:30:00,2022-05-05,2022-05-05,78,16,0,0,3,0,0,0,0,0,0
"168",2022-05-05 19:00:00,2022-05-06 07:40:00,12.6666666666667,2022-05-06 01:20:00,2022-05-05,2022-05-06,202,62,0,0,42,0,1,0,0,3,0
"169",2022-05-06 07:40:00,2022-05-06 19:30:00,11.8333333333333,2022-05-06 13:35:00,2022-05-06,2022-05-06,160,150,0,0,10,0,0,0,0,5,0
"170",2022-05-06 19:30:00,2022-05-07 06:00:00,10.5,2022-05-07 00:45:00,2022-05-06,2022-05-07,15,14,0,1,218,2,0,0,1,24,0
"171",2022-05-07 06:00:00,2022-05-07 19:30:00,13.5,2022-05-07 12:45:00,2022-05-07,2022-05-07,30,174,0,0,39,0,1,0,0,23,1
"172",2022-05-07 19:30:00,2022-05-08 07:00:00,11.5,2022-05-08 01:15:00,2022-05-07,2022-05-08,14,18,1,29,51,0,0,0,0,7,0
"173",2022-05-08 07:00:00,2022-05-08 19:15:00,12.25,2022-05-08 13:07:30,2022-05-08,2022-05-08,32,23,0,0,3,0,0,0,0,3,0
"174",2022-05-08 19:15:00,2022-05-09 07:00:00,11.75,2022-05-09 01:07:30,2022-05-08,2022-05-09,10,5,0,16,17,0,1,0,0,3,0
"175",2022-05-09 07:00:00,2022-05-09 19:20:00,12.3333333333333,2022-05-09 13:10:00,2022-05-09,2022-05-09,46,16,0,0,0,0,0,0,0,1,0
"176",2022-05-09 19:20:00,2022-05-10 07:00:00,11.6666666666667,2022-05-10 01:10:00,2022-05-09,2022-05-10,4,4,3,14,39,0,0,0,0,5,0
"177",2022-05-10 07:00:00,2022-05-10 19:15:00,12.25,2022-05-10 13:07:30,2022-05-10,2022-05-10,34,106,3,1,6,0,1,0,0,3,0
"178",2022-05-10 19:15:00,2022-05-11 07:40:00,12.4166666666667,2022-05-11 01:27:30,2022-05-10,2022-05-11,8,128,10,21,323,0,0,0,0,6,0
"179",2022-05-11 07:40:00,2022-05-11 18:00:00,10.3333333333333,2022-05-11 12:50:00,2022-05-11,2022-05-11,28,52,0,0,1,0,1,0,0,0,0
"180",2022-05-11 18:00:00,2022-05-12 07:40:00,13.6666666666667,2022-05-12 00:50:00,2022-05-11,2022-05-12,14,20,0,0,16,0,0,0,0,2,0
"181",2022-05-12 07:40:00,2022-05-12 18:30:00,10.8333333333333,2022-05-12 13:05:00,2022-05-12,2022-05-12,2,26,0,0,1,0,0,0,0,0,0
"182",2022-05-12 18:30:00,2022-05-13 07:40:00,13.1666666666667,2022-05-13 01:05:00,2022-05-12,2022-05-13,2,59,2,0,30,2,0,0,0,0,0
"183",2022-05-13 07:40:00,2022-05-13 19:00:00,11.3333333333333,2022-05-13 13:20:00,2022-05-13,2022-05-13,10,3,0,0,0,0,0,0,0,0,0
"184",2022-05-13 19:00:00,2022-05-14 07:00:00,12,2022-05-14 01:00:00,2022-05-13,2022-05-14,8,2,0,0,21,0,0,0,0,1,0
"185",2022-05-14 07:00:00,2022-05-14 19:00:00,12,2022-05-14 13:00:00,2022-05-14,2022-05-14,9,7,0,0,0,0,0,0,0,1,0
"186",2022-05-14 19:00:00,2022-05-15 07:00:00,12,2022-05-15 01:00:00,2022-05-14,2022-05-15,12,3,0,0,8,0,0,0,0,3,0
"187",2022-05-15 07:00:00,2022-05-15 19:00:00,12,2022-05-15 13:00:00,2022-05-15,2022-05-15,2,0,0,0,0,0,0,0,0,0,0
"188",2022-05-15 19:00:00,2022-05-16 07:00:00,12,2022-05-16 01:00:00,2022-05-15,2022-05-16,8,1,0,1,4,0,0,0,0,2,0
"189",2022-05-16 07:00:00,2022-05-16 19:00:00,12,2022-05-16 13:00:00,2022-05-16,2022-05-16,3,7,0,0,0,0,0,0,0,0,0
"190",2022-05-16 19:00:00,2022-05-17 07:00:00,12,2022-05-17 01:00:00,2022-05-16,2022-05-17,2,4,3,1,36,0,0,0,0,2,0
"191",2022-05-17 07:00:00,2022-05-17 19:15:00,12.25,2022-05-17 13:07:30,2022-05-17,2022-05-17,1,4,0,1,3,0,0,0,0,0,0
"192",2022-05-17 19:15:00,2022-05-18 07:30:00,12.25,2022-05-18 01:22:30,2022-05-17,2022-05-18,1,1,2,1,16,1,2,0,0,0,1
"193",2022-05-18 07:30:00,2022-05-18 19:15:00,11.75,2022-05-18 13:22:30,2022-05-18,2022-05-18,3,1,0,0,1,0,0,0,0,0,0
"194",2022-05-18 19:15:00,2022-05-19 07:20:00,12.0833333333333,2022-05-19 01:17:30,2022-05-18,2022-05-19,0,1,0,2,15,0,0,0,0,2,0
"195",2022-05-19 07:20:00,2022-05-19 19:20:00,12,2022-05-19 13:20:00,2022-05-19,2022-05-19,3,10,0,0,1,0,0,0,0,2,0
"196",2022-05-19 19:20:00,2022-05-20 07:15:00,11.9166666666667,2022-05-20 01:17:30,2022-05-19,2022-05-20,0,2,1,0,13,0,0,0,0,2,0
"197",2022-05-20 07:15:00,2022-05-20 19:15:00,12,2022-05-20 13:15:00,2022-05-20,2022-05-20,2,4,0,0,1,0,0,0,0,0,0
"198",2022-05-20 19:15:00,2022-05-21 07:00:00,11.75,2022-05-21 01:07:30,2022-05-20,2022-05-21,0,1,4,2,9,0,0,0,0,2,0
"199",2022-05-21 07:00:00,2022-05-21 19:00:00,12,2022-05-21 13:00:00,2022-05-21,2022-05-21,1,3,0,0,0,0,0,0,0,0,0
"200",2022-05-21 19:00:00,2022-05-22 07:00:00,12,2022-05-22 01:00:00,2022-05-21,2022-05-22,0,0,2,3,11,0,0,0,0,3,0
"201",2022-05-22 07:00:00,2022-05-22 19:15:00,12.25,2022-05-22 13:07:30,2022-05-22,2022-05-22,0,12,0,0,3,0,0,0,0,4,0
"202",2022-05-22 19:15:00,2022-05-23 06:45:00,11.5,2022-05-23 01:00:00,2022-05-22,2022-05-23,1,0,1,0,4,0,0,0,0,1,0
"203",2022-05-23 19:00:00,2022-05-24 06:15:00,11.25,2022-05-24 00:37:30,2022-05-23,2022-05-24,0,3,0,2,8,0,0,0,0,3,0
"204",2022-05-24 06:15:00,2022-05-24 19:15:00,13,2022-05-24 12:45:00,2022-05-24,2022-05-24,0,0,0,0,3,0,0,0,0,0,0
"205",2022-05-24 19:15:00,2022-05-25 07:15:00,12,2022-05-25 01:15:00,2022-05-24,2022-05-25,0,4,0,0,2,0,0,0,0,1,0
"206",2022-05-25 07:15:00,2022-05-25 19:15:00,12,2022-05-25 13:15:00,2022-05-25,2022-05-25,0,7,0,0,0,0,0,0,0,0,0
"207",2022-05-25 19:15:00,2022-05-26 07:30:00,12.25,2022-05-26 01:22:30,2022-05-25,2022-05-26,0,1,0,0,19,0,0,0,0,1,0
"208",2022-05-26 07:30:00,2022-05-26 19:00:00,11.5,2022-05-26 13:15:00,2022-05-26,2022-05-26,0,4,0,0,0,0,0,0,0,0,0
"209",2022-05-26 19:00:00,2022-05-27 07:30:00,12.5,2022-05-27 01:15:00,2022-05-26,2022-05-27,0,9,1,1,10,0,0,0,0,8,0
"210",2022-05-27 07:30:00,2022-05-27 19:00:00,11.5,2022-05-27 13:15:00,2022-05-27,2022-05-27,0,3,0,0,0,0,0,0,0,1,0
"211",2022-05-27 19:00:00,2022-05-28 06:30:00,11.5,2022-05-28 00:45:00,2022-05-27,2022-05-28,0,0,4,1,13,0,0,0,0,8,0
"212",2022-05-28 06:30:00,2022-05-28 19:00:00,12.5,2022-05-28 12:45:00,2022-05-28,2022-05-28,0,3,1,1,5,0,1,0,0,2,0
"213",2022-05-28 19:00:00,2022-05-29 07:00:00,12,2022-05-29 01:00:00,2022-05-28,2022-05-29,0,1,1,0,10,0,1,0,0,5,0
"214",2022-05-29 07:00:00,2022-05-29 19:15:00,12.25,2022-05-29 13:07:30,2022-05-29,2022-05-29,1,0,0,0,0,0,0,0,0,4,0
"215",2022-05-29 19:15:00,2022-05-30 06:30:00,11.25,2022-05-30 00:52:30,2022-05-29,2022-05-30,0,0,0,0,12,0,0,0,0,2,0
"216",2022-05-30 06:30:00,2022-05-30 19:30:00,13,2022-05-30 13:00:00,2022-05-30,2022-05-30,0,1,0,0,0,0,0,0,0,3,0
"217",2022-05-30 19:30:00,2022-05-31 07:30:00,12,2022-05-31 01:30:00,2022-05-30,2022-05-31,0,3,1,1,8,0,1,0,0,2,0
"218",2022-05-31 07:30:00,2022-05-31 19:00:00,11.5,2022-05-31 13:15:00,2022-05-31,2022-05-31,0,2,0,0,0,0,0,0,0,1,0
"219",2022-05-31 19:00:00,2022-06-01 07:30:00,12.5,2022-06-01 01:15:00,2022-05-31,2022-06-01,0,2,1,0,7,0,0,0,0,1,0
"220",2022-06-01 19:15:00,2022-06-02 07:30:00,12.25,2022-06-02 01:22:30,2022-06-01,2022-06-02,0,1,0,0,8,0,0,0,0,2,0
"221",2022-06-02 07:30:00,2022-06-02 19:30:00,12,2022-06-02 13:30:00,2022-06-02,2022-06-02,1,0,0,0,1,0,1,0,0,0,0
"222",2022-06-02 19:30:00,2022-06-03 07:30:00,12,2022-06-03 01:30:00,2022-06-02,2022-06-03,0,1,0,0,8,1,0,0,0,3,1
"223",2022-06-03 07:30:00,2022-06-03 19:30:00,12,2022-06-03 13:30:00,2022-06-03,2022-06-03,0,0,0,0,0,0,0,0,0,1,0
"224",2022-06-03 19:30:00,2022-06-04 06:30:00,11,2022-06-04 01:00:00,2022-06-03,2022-06-04,0,1,4,1,13,0,0,0,0,10,0
"225",2022-06-04 06:30:00,2022-06-04 19:15:00,12.75,2022-06-04 12:52:30,2022-06-04,2022-06-04,1,0,1,0,7,0,0,0,0,10,0
"226",2022-06-04 19:15:00,2022-06-05 07:30:00,12.25,2022-06-05 01:22:30,2022-06-04,2022-06-05,0,1,1,0,7,0,0,0,0,4,0
"227",2022-06-05 07:30:00,2022-06-05 19:15:00,11.75,2022-06-05 13:22:30,2022-06-05,2022-06-05,0,1,0,0,0,0,0,0,0,2,0
"228",2022-06-05 19:15:00,2022-06-06 07:30:00,12.25,2022-06-06 01:22:30,2022-06-05,2022-06-06,0,2,1,1,12,0,0,0,0,16,0
"229",2022-06-06 07:30:00,2022-06-06 18:00:00,10.5,2022-06-06 12:45:00,2022-06-06,2022-06-06,0,0,0,0,0,0,0,0,0,1,0
"230",2022-06-08 10:15:00,2022-06-09 06:30:00,20.25,2022-06-08 20:22:30,2022-06-08,2022-06-09,0,0,0,1,2,0,0,0,0,5,0
"231",2022-06-11 18:00:00,2022-06-12 06:30:00,12.5,2022-06-12 00:15:00,2022-06-11,2022-06-12,0,0,0,0,1,0,0,0,0,4,0
"232",2022-06-12 06:30:00,2022-06-12 18:30:00,12,2022-06-12 12:30:00,2022-06-12,2022-06-12,0,0,0,0,5,0,1,0,0,3,0
"233",2022-06-12 18:30:00,2022-06-13 07:00:00,12.5,2022-06-13 00:45:00,2022-06-12,2022-06-13,0,0,0,0,4,0,0,0,0,5,0
"234",2022-06-13 07:00:00,2022-06-13 18:45:00,11.75,2022-06-13 12:52:30,2022-06-13,2022-06-13,0,1,0,0,0,0,0,0,0,0,0
"235",2022-06-13 18:45:00,2022-06-14 07:30:00,12.75,2022-06-14 01:07:30,2022-06-13,2022-06-14,0,0,2,0,3,0,0,0,0,13,0
"236",2022-06-14 07:30:00,2022-06-14 19:15:00,11.75,2022-06-14 13:22:30,2022-06-14,2022-06-14,0,0,0,0,0,0,0,0,0,1,0
"237",2022-06-14 19:15:00,2022-06-15 07:30:00,12.25,2022-06-15 01:22:30,2022-06-14,2022-06-15,0,0,0,0,2,0,0,0,0,4,0
"238",2022-06-15 19:30:00,2022-06-16 07:30:00,12,2022-06-16 01:30:00,2022-06-15,2022-06-16,0,1,0,0,3,0,0,0,0,7,0
"239",2022-06-16 19:30:00,2022-06-17 07:45:00,12.25,2022-06-17 01:37:30,2022-06-16,2022-06-17,0,0,1,0,9,0,0,0,0,7,0
"240",2022-06-17 07:45:00,2022-06-17 19:30:00,11.75,2022-06-17 13:37:30,2022-06-17,2022-06-17,0,1,0,0,0,0,0,0,0,1,0
"241",2022-06-17 19:30:00,2022-06-18 07:30:00,12,2022-06-18 01:30:00,2022-06-17,2022-06-18,0,2,0,1,8,0,0,0,0,13,1
"242",2022-06-18 07:30:00,2022-06-18 18:30:00,11,2022-06-18 13:00:00,2022-06-18,2022-06-18,0,0,0,0,1,0,0,0,0,0,0
"243",2022-06-18 18:30:00,2022-06-19 06:30:00,12,2022-06-19 00:30:00,2022-06-18,2022-06-19,0,1,0,0,6,0,0,0,0,8,0
"244",2022-06-19 06:30:00,2022-06-19 18:40:00,12.1666666666667,2022-06-19 12:35:00,2022-06-19,2022-06-19,0,0,0,0,0,0,0,0,0,3,0
"245",2022-06-19 18:40:00,2022-06-20 06:30:00,11.8333333333333,2022-06-20 00:35:00,2022-06-19,2022-06-20,0,0,0,0,3,0,1,0,0,7,0
"246",2022-06-20 06:30:00,2022-06-20 18:00:00,11.5,2022-06-20 12:15:00,2022-06-20,2022-06-20,0,1,0,0,0,0,0,0,0,2,1
"247",2022-06-20 18:00:00,2022-06-21 06:00:00,12,2022-06-21 00:00:00,2022-06-20,2022-06-21,0,1,0,0,1,0,0,0,0,7,0
"248",2022-06-21 06:00:00,2022-06-21 19:00:00,13,2022-06-21 12:30:00,2022-06-21,2022-06-21,0,1,0,0,1,0,0,0,0,5,0
"249",2022-06-21 19:00:00,2022-06-22 07:30:00,12.5,2022-06-22 01:15:00,2022-06-21,2022-06-22,0,0,0,0,2,0,1,0,0,1,0
"250",2022-06-22 19:15:00,2022-06-23 07:30:00,12.25,2022-06-23 01:22:30,2022-06-22,2022-06-23,0,1,0,0,1,0,0,0,0,2,0
"251",2022-06-23 07:30:00,2022-06-23 19:15:00,11.75,2022-06-23 13:22:30,2022-06-23,2022-06-23,0,0,0,0,0,0,0,0,0,1,0
"252",2022-06-23 19:15:00,2022-06-24 07:30:00,12.25,2022-06-24 01:22:30,2022-06-23,2022-06-24,0,1,0,0,1,0,0,0,0,3,0
"253",2022-06-24 07:30:00,2022-06-24 19:15:00,11.75,2022-06-24 13:22:30,2022-06-24,2022-06-24,1,0,0,0,0,0,0,0,0,0,0
"254",2022-06-24 19:15:00,2022-06-25 06:30:00,11.25,2022-06-25 00:52:30,2022-06-24,2022-06-25,0,0,0,0,1,0,0,0,0,1,0
"255",2022-06-25 19:00:00,2022-06-26 06:30:00,11.5,2022-06-26 00:45:00,2022-06-25,2022-06-26,0,1,0,0,1,0,0,0,0,2,0
"256",2022-06-26 19:10:00,2022-06-27 06:00:00,10.8333333333333,2022-06-27 00:35:00,2022-06-26,2022-06-27,0,0,0,0,1,0,0,0,0,2,0
