"","start_datetime","end_datetime","In","midpoint","StartDate","EndDate","pink0_wild","chum0_mixed_num","steelheadsmolt_wild_num","steelheadsmolt_hatchery_num","coho1_mixed_num","coho0_wild_num","chinook1_wild_num","chinook1_hatchery_num","chinook0_wild_num","chinook0_hatchery_num"
"169",2020-05-26 19:30:00,2020-05-27 09:30:00,14,2020-05-27 02:30:00,2020-05-26,2020-05-27,0,4,0,0,5,0,0,0,6,3
"170",2020-05-27 09:30:00,2020-05-27 19:30:00,10,2020-05-27 14:30:00,2020-05-27,2020-05-27,0,1,0,0,0,0,0,0,0,0
"171",2020-05-27 19:30:00,2020-05-28 09:00:00,13.5,2020-05-28 02:15:00,2020-05-27,2020-05-28,0,0,0,0,3,0,0,0,3,0
"172",2020-05-28 09:00:00,2020-05-28 19:30:00,10.5,2020-05-28 14:15:00,2020-05-28,2020-05-28,0,1,0,0,0,0,0,0,0,0
"173",2020-05-28 19:30:00,2020-05-29 08:45:00,13.25,2020-05-29 02:07:30,2020-05-28,2020-05-29,0,1,0,0,1,0,0,0,0,0
"174",2020-05-29 08:45:00,2020-05-29 19:45:00,11,2020-05-29 14:15:00,2020-05-29,2020-05-29,0,2,0,0,0,0,0,0,0,0
"175",2020-05-29 19:45:00,2020-05-30 07:30:00,11.75,2020-05-30 01:37:30,2020-05-29,2020-05-30,0,0,0,0,5,0,0,0,3,0
"176",2020-05-30 18:45:00,2020-05-31 07:30:00,12.75,2020-05-31 01:07:30,2020-05-30,2020-05-31,0,2,2,1,4,1,0,0,27,3
"177",2020-05-31 18:45:00,2020-06-01 07:30:00,12.75,2020-06-01 01:07:30,2020-05-31,2020-06-01,0,2,0,0,4,1,0,0,4,1
"178",2020-06-01 19:00:00,2020-06-02 09:30:00,14.5,2020-06-02 02:15:00,2020-06-01,2020-06-02,0,1,0,0,3,0,0,0,8,1
"179",2020-06-02 19:30:00,2020-06-03 07:30:00,12,2020-06-03 01:30:00,2020-06-02,2020-06-03,0,1,1,0,0,0,0,0,3,0
"180",2020-06-03 19:00:00,2020-06-04 07:30:00,12.5,2020-06-04 01:15:00,2020-06-03,2020-06-04,0,0,0,0,0,0,0,0,1,0
"181",2020-06-04 18:45:00,2020-06-05 07:30:00,12.75,2020-06-05 01:07:30,2020-06-04,2020-06-05,0,0,0,0,0,0,0,0,1,0
"182",2020-06-06 19:00:00,2020-06-07 07:30:00,12.5,2020-06-07 01:15:00,2020-06-06,2020-06-07,0,0,0,0,0,0,0,0,0,1
"183",2020-06-07 19:30:00,2020-06-08 09:30:00,14,2020-06-08 02:30:00,2020-06-07,2020-06-08,0,1,0,0,0,0,0,0,3,1
"184",2020-06-08 18:50:00,2020-06-09 08:00:00,13.1666666666667,2020-06-09 01:25:00,2020-06-08,2020-06-09,0,0,0,0,0,0,0,0,1,1
"185",2020-06-09 18:45:00,2020-06-10 07:30:00,12.75,2020-06-10 01:07:30,2020-06-09,2020-06-10,0,0,0,0,1,4,0,0,13,6
"186",2020-06-10 18:45:00,2020-06-11 09:00:00,14.25,2020-06-11 01:52:30,2020-06-10,2020-06-11,0,0,0,0,3,0,0,0,4,1
"187",2020-06-11 19:00:00,2020-06-12 07:30:00,12.5,2020-06-12 01:15:00,2020-06-11,2020-06-12,0,0,0,0,2,0,0,0,3,0
"188",2020-06-12 19:00:00,2020-06-13 07:30:00,12.5,2020-06-13 01:15:00,2020-06-12,2020-06-13,0,0,0,0,1,0,0,0,1,2
"189",2020-06-13 18:45:00,2020-06-14 08:00:00,13.25,2020-06-14 01:22:30,2020-06-13,2020-06-14,0,0,0,1,1,0,0,0,1,2
"190",2020-06-15 19:00:00,2020-06-16 07:30:00,12.5,2020-06-16 01:15:00,2020-06-15,2020-06-16,0,0,0,0,0,1,0,0,5,1
"191",2020-06-16 18:45:00,2020-06-17 07:30:00,12.75,2020-06-17 01:07:30,2020-06-16,2020-06-17,0,0,0,0,1,1,0,0,1,0
"192",2020-06-17 07:30:00,2020-06-18 07:30:00,24,2020-06-17 19:30:00,2020-06-17,2020-06-18,0,0,0,0,0,0,0,0,1,0
"193",2020-06-19 08:00:00,2020-06-20 07:30:00,23.5,2020-06-19 19:45:00,2020-06-19,2020-06-20,0,0,0,0,0,0,0,0,0,1
"194",2020-06-20 07:30:00,2020-06-21 07:00:00,23.5,2020-06-20 19:15:00,2020-06-20,2020-06-21,0,0,0,0,0,1,0,0,1,0
