"","StartDate","EndDate","StartTime","EndTime","chinook0_wild_num","chinook0_hatchery_num","chinook1_wild_num","chum0_wild_num","coho0_wild_num","coho1_wild_num","coho1_hatchery_num","steelheadsmolt_wild_num","sockeye0_wild_num","sockeye1_wild_num","pink0_wild_num","start_datetime","end_datetime","In","midpoint"
"117",2015-05-02,2015-05-03,1899-12-30 21:00:00,1899-12-30 07:00:00,1,0,0,0,0,58,0,4,0,0,0,2015-05-02 21:00:00,2015-05-03 07:00:00,10,2015-05-03 02:00:00
"118",2015-05-03,2015-05-03,1899-12-30 07:15:00,1899-12-30 21:00:00,0,0,1,2,0,0,0,0,0,0,0,2015-05-03 07:15:00,2015-05-03 21:00:00,13.75,2015-05-03 14:07:30
"119",2015-05-03,2015-05-04,1899-12-30 21:15:00,1899-12-30 07:00:00,2,0,0,4,1,55,0,1,0,0,0,2015-05-03 21:15:00,2015-05-04 07:00:00,9.75,2015-05-04 02:07:30
"120",2015-05-04,2015-05-05,1899-12-30 21:00:00,1899-12-30 07:00:00,4,0,0,17,0,18,0,0,0,1,0,2015-05-04 21:00:00,2015-05-05 07:00:00,10,2015-05-05 02:00:00
"121",2015-05-05,2015-05-06,1899-12-30 21:00:00,1899-12-30 07:30:00,2,0,1,0,0,82,0,8,0,6,0,2015-05-05 21:00:00,2015-05-06 07:30:00,10.5,2015-05-06 02:15:00
"122",2015-05-06,2015-05-06,1899-12-30 08:00:00,1899-12-30 20:30:00,2,0,0,41,0,1,0,0,0,0,0,2015-05-06 08:00:00,2015-05-06 20:30:00,12.5,2015-05-06 14:15:00
"123",2015-05-06,2015-05-07,1899-12-30 21:00:00,1899-12-30 07:30:00,9,0,0,32,0,111,270,15,0,3,0,2015-05-06 21:00:00,2015-05-07 07:30:00,10.5,2015-05-07 02:15:00
"124",2015-05-07,2015-05-08,1899-12-30 21:00:00,1899-12-30 07:00:00,2,0,0,5,0,102,60,5,0,1,0,2015-05-07 21:00:00,2015-05-08 07:00:00,10,2015-05-08 02:00:00
"125",2015-05-08,2015-05-09,1899-12-30 23:45:00,1899-12-30 07:00:00,3,0,0,7,0,36,6,1,0,0,0,2015-05-08 23:45:00,2015-05-09 07:00:00,7.25,2015-05-09 03:22:30
"126",2015-05-09,2015-05-09,1899-12-30 07:15:00,1899-12-30 21:20:00,3,0,0,0,0,3,0,0,0,0,0,2015-05-09 07:15:00,2015-05-09 21:20:00,14.0833333333333,2015-05-09 14:17:30
"127",2015-05-09,2015-05-10,1899-12-30 21:30:00,1899-12-30 07:00:00,1,0,0,1,0,65,2,7,0,3,0,2015-05-09 21:30:00,2015-05-10 07:00:00,9.5,2015-05-10 02:15:00
"128",2015-05-10,2015-05-11,1899-12-30 21:30:00,1899-12-30 07:00:00,2,0,0,13,0,24,2,1,0,2,0,2015-05-10 21:30:00,2015-05-11 07:00:00,9.5,2015-05-11 02:15:00
"129",2015-05-11,2015-05-12,1899-12-30 21:00:00,1899-12-30 07:30:00,3,0,0,3,0,66,1,10,0,1,0,2015-05-11 21:00:00,2015-05-12 07:30:00,10.5,2015-05-12 02:15:00
"130",2015-05-12,2015-05-12,1899-12-30 08:00:00,1899-12-30 21:00:00,1,0,0,17,0,10,0,0,0,0,0,2015-05-12 08:00:00,2015-05-12 21:00:00,13,2015-05-12 14:30:00
"131",2015-05-12,2015-05-13,1899-12-30 21:15:00,1899-12-30 07:30:00,4,0,2,46,0,75,2,5,0,3,0,2015-05-12 21:15:00,2015-05-13 07:30:00,10.25,2015-05-13 02:22:30
"132",2015-05-13,2015-05-14,1899-12-30 21:00:00,1899-12-30 07:30:00,3,0,0,97,0,35,5,9,0,0,0,2015-05-13 21:00:00,2015-05-14 07:30:00,10.5,2015-05-14 02:15:00
"133",2015-05-14,2015-05-15,1899-12-30 21:30:00,1899-12-30 07:00:00,1,0,0,11,0,65,37,6,0,0,0,2015-05-14 21:30:00,2015-05-15 07:00:00,9.5,2015-05-15 02:15:00
"134",2015-05-15,2015-05-15,1899-12-30 07:15:00,1899-12-30 21:20:00,5,0,0,38,0,7,1,0,0,0,0,2015-05-15 07:15:00,2015-05-15 21:20:00,14.0833333333333,2015-05-15 14:17:30
"135",2015-05-15,2015-05-16,1899-12-30 21:30:00,1899-12-30 07:00:00,3,0,0,3,0,86,40,10,0,1,0,2015-05-15 21:30:00,2015-05-16 07:00:00,9.5,2015-05-16 02:15:00
"136",2015-05-16,2015-05-17,1899-12-30 21:30:00,1899-12-30 07:00:00,14,0,1,13,0,72,17,7,0,1,0,2015-05-16 21:30:00,2015-05-17 07:00:00,9.5,2015-05-17 02:15:00
"137",2015-05-17,2015-05-18,1899-12-30 21:30:00,1899-12-30 07:00:00,5,0,0,2,0,57,10,1,0,1,0,2015-05-17 21:30:00,2015-05-18 07:00:00,9.5,2015-05-18 02:15:00
"138",2015-05-18,2015-05-19,1899-12-30 21:30:00,1899-12-30 07:00:00,9,0,0,10,0,58,12,4,0,0,0,2015-05-18 21:30:00,2015-05-19 07:00:00,9.5,2015-05-19 02:15:00
"139",2015-05-19,2015-05-20,1899-12-30 21:30:00,1899-12-30 07:00:00,10,0,0,28,0,51,9,6,0,0,0,2015-05-19 21:30:00,2015-05-20 07:00:00,9.5,2015-05-20 02:15:00
"140",2015-05-20,2015-05-21,1899-12-30 21:30:00,1899-12-30 07:00:00,31,0,1,740,0,145,21,8,0,0,0,2015-05-20 21:30:00,2015-05-21 07:00:00,9.5,2015-05-21 02:15:00
"141",2015-05-21,2015-05-22,1899-12-30 21:30:00,1899-12-30 06:00:00,15,0,0,29,0,43,9,5,0,0,0,2015-05-21 21:30:00,2015-05-22 06:00:00,8.5,2015-05-22 01:45:00
"142",2015-05-22,2015-05-23,1899-12-30 21:30:00,1899-12-30 07:00:00,11,0,0,11,0,81,7,4,0,0,0,2015-05-22 21:30:00,2015-05-23 07:00:00,9.5,2015-05-23 02:15:00
"143",2015-05-23,2015-05-24,1899-12-30 21:15:00,1899-12-30 07:00:00,30,0,1,5,0,72,2,7,0,1,0,2015-05-23 21:15:00,2015-05-24 07:00:00,9.75,2015-05-24 02:07:30
"144",2015-05-24,2015-05-24,1899-12-30 07:30:00,1899-12-30 21:15:00,11,0,0,14,0,2,0,0,0,0,0,2015-05-24 07:30:00,2015-05-24 21:15:00,13.75,2015-05-24 14:22:30
"145",2015-05-24,2015-05-25,1899-12-30 21:30:00,1899-12-30 07:00:00,30,0,0,6,0,57,4,1,0,0,0,2015-05-24 21:30:00,2015-05-25 07:00:00,9.5,2015-05-25 02:15:00
"146",2015-05-25,2015-05-26,1899-12-30 21:30:00,1899-12-30 07:00:00,8,0,0,4,0,32,3,4,0,0,0,2015-05-25 21:30:00,2015-05-26 07:00:00,9.5,2015-05-26 02:15:00
"147",2015-05-26,2015-05-27,1899-12-30 21:15:00,1899-12-30 07:30:00,6,0,17,3,0,0,2,1,0,0,0,2015-05-26 21:15:00,2015-05-27 07:30:00,10.25,2015-05-27 02:22:30
"148",2015-05-27,2015-05-27,1899-12-30 07:45:00,1899-12-30 21:00:00,4,0,0,1,0,6,0,0,0,0,0,2015-05-27 07:45:00,2015-05-27 21:00:00,13.25,2015-05-27 14:22:30
"149",2015-05-27,2015-05-28,1899-12-30 21:15:00,1899-12-30 07:30:00,4,0,0,1,0,33,0,1,0,0,0,2015-05-27 21:15:00,2015-05-28 07:30:00,10.25,2015-05-28 02:22:30
"150",2015-05-28,2015-05-29,1899-12-30 22:30:00,1899-12-30 07:30:00,3,0,0,6,0,20,1,0,0,1,0,2015-05-28 22:30:00,2015-05-29 07:30:00,9,2015-05-29 03:00:00
"151",2015-05-29,2015-05-30,1899-12-30 21:30:00,1899-12-30 07:30:00,1,0,0,2,0,7,0,1,0,0,0,2015-05-29 21:30:00,2015-05-30 07:30:00,10,2015-05-30 02:30:00
"152",2015-05-30,2015-05-30,1899-12-30 07:45:00,1899-12-30 21:30:00,9,0,0,34,0,4,0,0,0,0,0,2015-05-30 07:45:00,2015-05-30 21:30:00,13.75,2015-05-30 14:37:30
"153",2015-05-30,2015-05-31,1899-12-30 21:45:00,1899-12-30 07:00:00,9,0,0,20,0,55,0,3,0,0,0,2015-05-30 21:45:00,2015-05-31 07:00:00,9.25,2015-05-31 02:22:30
"154",2015-05-31,2015-06-01,1899-12-30 21:30:00,1899-12-30 07:00:00,1,0,0,0,0,16,0,3,0,0,0,2015-05-31 21:30:00,2015-06-01 07:00:00,9.5,2015-06-01 02:15:00
"155",2015-06-01,2015-06-02,1899-12-30 21:30:00,1899-12-30 07:00:00,6,0,0,4,0,6,0,0,0,0,0,2015-06-01 21:30:00,2015-06-02 07:00:00,9.5,2015-06-02 02:15:00
"156",2015-06-02,2015-06-02,1899-12-30 07:15:00,1899-12-30 21:15:00,1,0,0,1,0,4,0,0,0,0,0,2015-06-02 07:15:00,2015-06-02 21:15:00,14,2015-06-02 14:15:00
"157",2015-06-02,2015-06-03,1899-12-30 21:30:00,1899-12-30 07:00:00,4,42,0,5,0,6,1,0,0,0,0,2015-06-02 21:30:00,2015-06-03 07:00:00,9.5,2015-06-03 02:15:00
"158",2015-06-03,2015-06-04,1899-12-30 21:30:00,1899-12-30 07:00:00,13,98,0,5,0,2,0,0,0,0,0,2015-06-03 21:30:00,2015-06-04 07:00:00,9.5,2015-06-04 02:15:00
"159",2015-06-04,2015-06-05,1899-12-30 21:30:00,1899-12-30 07:00:00,7,26,0,2,1,17,1,0,0,0,0,2015-06-04 21:30:00,2015-06-05 07:00:00,9.5,2015-06-05 02:15:00
"160",2015-06-05,2015-06-05,1899-12-30 07:15:00,1899-12-30 21:30:00,5,0,0,1,0,0,0,0,0,0,0,2015-06-05 07:15:00,2015-06-05 21:30:00,14.25,2015-06-05 14:22:30
"161",2015-06-05,2015-06-06,1899-12-30 21:45:00,1899-12-30 07:00:00,10,15,0,3,0,10,0,1,0,0,0,2015-06-05 21:45:00,2015-06-06 07:00:00,9.25,2015-06-06 02:22:30
"162",2015-06-06,2015-06-07,1899-12-30 21:45:00,1899-12-30 07:00:00,3,21,0,2,0,11,0,0,0,0,0,2015-06-06 21:45:00,2015-06-07 07:00:00,9.25,2015-06-07 02:22:30
"163",2015-06-07,2015-06-08,1899-12-30 21:45:00,1899-12-30 07:00:00,2,10,0,2,0,6,0,0,0,0,0,2015-06-07 21:45:00,2015-06-08 07:00:00,9.25,2015-06-08 02:22:30
"164",2015-06-08,2015-06-09,1899-12-30 21:45:00,1899-12-30 07:00:00,5,17,0,1,0,4,0,0,0,0,0,2015-06-08 21:45:00,2015-06-09 07:00:00,9.25,2015-06-09 02:22:30
"165",2015-06-09,2015-06-10,1899-12-30 21:45:00,1899-12-30 06:00:00,3,11,0,6,0,7,0,0,0,0,0,2015-06-09 21:45:00,2015-06-10 06:00:00,8.25,2015-06-10 01:52:30
"166",2015-06-10,2015-06-11,1899-12-30 21:45:00,1899-12-30 07:00:00,2,8,0,4,0,3,0,0,0,0,0,2015-06-10 21:45:00,2015-06-11 07:00:00,9.25,2015-06-11 02:22:30
"167",2015-06-11,2015-06-11,1899-12-30 07:15:00,1899-12-30 21:45:00,6,8,0,1,0,1,0,0,0,0,0,2015-06-11 07:15:00,2015-06-11 21:45:00,14.5,2015-06-11 14:30:00
"168",2015-06-11,2015-06-12,1899-12-30 22:00:00,1899-12-30 07:00:00,2,7,0,3,0,1,0,0,0,0,0,2015-06-11 22:00:00,2015-06-12 07:00:00,9,2015-06-12 02:30:00
"169",2015-06-12,2015-06-13,1899-12-30 23:00:00,1899-12-30 07:00:00,1,8,0,4,0,2,0,0,0,0,0,2015-06-12 23:00:00,2015-06-13 07:00:00,8,2015-06-13 03:00:00
"170",2015-06-13,2015-06-14,1899-12-30 21:45:00,1899-12-30 07:00:00,3,6,0,2,1,2,0,0,0,0,0,2015-06-13 21:45:00,2015-06-14 07:00:00,9.25,2015-06-14 02:22:30
"171",2015-06-14,2015-06-14,1899-12-30 07:30:00,1899-12-30 21:30:00,1,2,0,0,0,0,0,0,0,0,0,2015-06-14 07:30:00,2015-06-14 21:30:00,14,2015-06-14 14:30:00
"172",2015-06-14,2015-06-15,1899-12-30 21:45:00,1899-12-30 07:00:00,6,10,0,1,0,2,0,0,0,0,0,2015-06-14 21:45:00,2015-06-15 07:00:00,9.25,2015-06-15 02:22:30
"173",2015-06-15,2015-06-16,1899-12-30 21:45:00,1899-12-30 07:00:00,5,8,0,1,1,2,0,0,0,0,0,2015-06-15 21:45:00,2015-06-16 07:00:00,9.25,2015-06-16 02:22:30
"174",2015-06-16,2015-06-17,1899-12-30 22:00:00,1899-12-30 07:00:00,2,9,0,0,0,1,0,0,0,0,0,2015-06-16 22:00:00,2015-06-17 07:00:00,9,2015-06-17 02:30:00
"175",2015-06-17,2015-06-17,1899-12-30 07:10:00,1899-12-30 21:40:00,0,0,0,0,0,0,0,0,0,0,0,2015-06-17 07:10:00,2015-06-17 21:40:00,14.5,2015-06-17 14:25:00
"176",2015-06-17,2015-06-18,1899-12-30 21:55:00,1899-12-30 07:00:00,0,12,9,2,0,1,0,0,0,0,0,2015-06-17 21:55:00,2015-06-18 07:00:00,9.08333333333333,2015-06-18 02:27:30
"177",2015-06-18,2015-06-19,1899-12-30 22:00:00,1899-12-30 07:00:00,0,2,0,4,0,0,0,0,0,0,0,2015-06-18 22:00:00,2015-06-19 07:00:00,9,2015-06-19 02:30:00
"178",2015-06-19,2015-06-20,1899-12-30 22:00:00,1899-12-30 07:00:00,3,9,2,0,1,1,0,0,0,0,0,2015-06-19 22:00:00,2015-06-20 07:00:00,9,2015-06-20 02:30:00
"179",2015-06-20,2015-06-20,1899-12-30 07:30:00,1899-12-30 21:45:00,3,2,0,0,0,0,0,0,0,0,0,2015-06-20 07:30:00,2015-06-20 21:45:00,14.25,2015-06-20 14:37:30
"180",2015-06-20,2015-06-21,1899-12-30 22:00:00,1899-12-30 07:00:00,2,5,0,0,0,0,0,0,0,0,0,2015-06-20 22:00:00,2015-06-21 07:00:00,9,2015-06-21 02:30:00
"181",2015-06-21,2015-06-22,1899-12-30 22:00:00,1899-12-30 05:30:00,2,7,0,0,0,0,0,0,0,0,0,2015-06-21 22:00:00,2015-06-22 05:30:00,7.5,2015-06-22 01:45:00
"182",2015-06-22,2015-06-23,1899-12-30 22:00:00,1899-12-30 07:00:00,2,2,0,0,0,1,0,0,0,0,0,2015-06-22 22:00:00,2015-06-23 07:00:00,9,2015-06-23 02:30:00
"183",2015-06-23,2015-06-24,1899-12-30 22:00:00,1899-12-30 07:00:00,1,2,0,3,0,0,0,0,0,0,0,2015-06-23 22:00:00,2015-06-24 07:00:00,9,2015-06-24 02:30:00
"184",2015-06-24,2015-06-24,1899-12-30 07:10:00,1899-12-30 22:00:00,0,1,0,0,0,0,0,0,0,0,0,2015-06-24 07:10:00,2015-06-24 22:00:00,14.8333333333333,2015-06-24 14:35:00
"185",2015-06-24,2015-06-25,1899-12-30 22:20:00,1899-12-30 07:00:00,2,2,0,0,0,0,0,0,0,0,0,2015-06-24 22:20:00,2015-06-25 07:00:00,8.66666666666667,2015-06-25 02:40:00
"186",2015-06-25,2015-06-26,1899-12-30 22:00:00,1899-12-30 07:00:00,2,5,0,0,2,0,0,0,0,0,0,2015-06-25 22:00:00,2015-06-26 07:00:00,9,2015-06-26 02:30:00
"187",2015-06-26,2015-06-26,1899-12-30 07:30:00,1899-12-30 22:00:00,0,2,0,0,0,0,0,0,0,1,0,2015-06-26 07:30:00,2015-06-26 22:00:00,14.5,2015-06-26 14:45:00
"188",2015-06-26,2015-06-27,1899-12-30 22:15:00,1899-12-30 07:00:00,1,8,0,0,0,0,0,0,0,0,0,2015-06-26 22:15:00,2015-06-27 07:00:00,8.75,2015-06-27 02:37:30
"189",2015-06-27,2015-06-28,1899-12-30 22:00:00,1899-12-30 07:00:00,1,3,0,0,0,0,0,0,0,0,0,2015-06-27 22:00:00,2015-06-28 07:00:00,9,2015-06-28 02:30:00
"190",2015-06-28,2015-06-29,1899-12-30 22:00:00,1899-12-30 07:00:00,9,20,0,0,0,1,0,0,0,0,0,2015-06-28 22:00:00,2015-06-29 07:00:00,9,2015-06-29 02:30:00
"191",2015-06-29,2015-06-29,1899-12-30 07:15:00,1899-12-30 21:45:00,21,14,0,0,1,0,0,0,0,0,0,2015-06-29 07:15:00,2015-06-29 21:45:00,14.5,2015-06-29 14:30:00
"192",2015-06-29,2015-06-30,1899-12-30 22:00:00,1899-12-30 07:00:00,4,0,0,0,2,2,0,0,0,0,0,2015-06-29 22:00:00,2015-06-30 07:00:00,9,2015-06-30 02:30:00
"193",2015-06-30,2015-07-01,1899-12-30 22:00:00,1899-12-30 06:30:00,24,56,0,1,3,2,0,0,0,0,0,2015-06-30 22:00:00,2015-07-01 06:30:00,8.5,2015-07-01 02:15:00
"194",2015-07-01,2015-07-02,1899-12-30 22:00:00,1899-12-30 07:00:00,5,31,0,0,5,0,0,0,0,0,0,2015-07-01 22:00:00,2015-07-02 07:00:00,9,2015-07-02 02:30:00
"195",2015-07-02,2015-07-02,1899-12-30 07:15:00,1899-12-30 21:45:00,5,7,0,0,0,0,0,0,0,0,0,2015-07-02 07:15:00,2015-07-02 21:45:00,14.5,2015-07-02 14:30:00
"196",2015-07-02,2015-07-03,1899-12-30 22:00:00,1899-12-30 06:00:00,3,8,0,0,3,0,0,0,0,0,0,2015-07-02 22:00:00,2015-07-03 06:00:00,8,2015-07-03 02:00:00
"197",2015-07-05,2015-07-06,1899-12-30 21:45:00,1899-12-30 07:00:00,0,0,0,0,1,0,0,0,0,0,0,2015-07-05 21:45:00,2015-07-06 07:00:00,9.25,2015-07-06 02:22:30
"198",2015-07-06,2015-07-06,1899-12-30 07:15:00,1899-12-30 21:55:00,0,0,0,0,0,0,0,0,0,0,0,2015-07-06 07:15:00,2015-07-06 21:55:00,14.6666666666667,2015-07-06 14:35:00
"199",2015-07-06,2015-07-07,1899-12-30 22:05:00,1899-12-30 07:00:00,1,1,0,0,0,0,0,0,0,0,0,2015-07-06 22:05:00,2015-07-07 07:00:00,8.91666666666667,2015-07-07 02:32:30
"200",2015-07-07,2015-07-08,1899-12-30 22:00:00,1899-12-30 07:30:00,0,0,0,0,0,0,0,0,0,0,0,2015-07-07 22:00:00,2015-07-08 07:30:00,9.5,2015-07-08 02:45:00
"201",2015-07-08,2015-07-09,1899-12-30 22:00:00,1899-12-30 07:00:00,1,0,0,0,1,0,0,0,0,0,0,2015-07-08 22:00:00,2015-07-09 07:00:00,9,2015-07-09 02:30:00
"202",2015-07-11,2015-07-12,1899-12-30 22:00:00,1899-12-30 07:00:00,2,0,0,0,1,0,0,0,0,0,0,2015-07-11 22:00:00,2015-07-12 07:00:00,9,2015-07-12 02:30:00
"203",2015-07-12,2015-07-13,1899-12-30 22:00:00,1899-12-30 07:30:00,2,1,0,0,0,0,0,0,0,0,0,2015-07-12 22:00:00,2015-07-13 07:30:00,9.5,2015-07-13 02:45:00
